Bestellnummer,Aktivitaet,Timestamp,Station
ORD-10147,Wareneingang im LVS,2025-10-12 14:16:20,Server
ORD-10147,Kommissionierung gestartet,2025-10-12 20:16:20,Lagerhalle A
ORD-10147,Kommissionierung beendet,2025-10-12 21:01:20,Lagerhalle A
ORD-10147,Verpacken und Labeldruck,2025-10-12 21:33:20,Packtisch 3
ORD-10147,Versandübergabe,2025-10-13 00:33:20,Rampe 1
ORD-10148,Wareneingang im LVS,2025-10-15 11:18:41,Server
ORD-10148,Kommissionierung gestartet,2025-10-16 02:18:41,Lagerhalle A
ORD-10148,Kommissionierung beendet,2025-10-16 02:52:41,Lagerhalle A
ORD-10148,Verpacken und Labeldruck,2025-10-16 04:10:41,Packtisch 3
ORD-10148,Versandübergabe,2025-10-16 06:10:41,Rampe 1
ORD-10149,Wareneingang im LVS,2025-09-13 12:08:12,Server
ORD-10149,Kommissionierung gestartet,2025-09-13 14:08:12,Lagerhalle A
ORD-10149,Kommissionierung beendet,2025-09-13 14:43:12,Lagerhalle A
ORD-10149,Verpacken und Labeldruck,2025-09-13 16:06:12,Packtisch 3
ORD-10149,Versandübergabe,2025-09-13 17:06:12,Rampe 1
ORD-10150,Wareneingang im LVS,2025-10-06 09:37:54,Server
ORD-10150,Kommissionierung gestartet,2025-10-06 12:37:54,Lagerhalle A
ORD-10150,Kommissionierung beendet,2025-10-06 13:02:54,Lagerhalle A
ORD-10150,Verpacken und Labeldruck,2025-10-06 14:06:54,Packtisch 3
ORD-10150,Versandübergabe,2025-10-06 15:06:54,Rampe 1
ORD-10151,Wareneingang im LVS,2025-10-25 14:11:00,Server
ORD-10151,Kommissionierung gestartet,2025-10-26 20:11:00,Lagerhalle A
ORD-10151,Kommissionierung beendet,2025-10-26 20:47:00,Lagerhalle A
ORD-10151,Verpacken und Labeldruck,2025-10-26 21:09:00,Packtisch 3
ORD-10151,Versandübergabe,2025-10-27 00:09:00,Rampe 1
ORD-10152,Wareneingang im LVS,2025-10-27 08:23:23,Server
ORD-10152,Kommissionierung gestartet,2025-10-28 18:23:23,Lagerhalle A
ORD-10152,Kommissionierung beendet,2025-10-28 19:05:23,Lagerhalle A
ORD-10152,Verpacken und Labeldruck,2025-10-28 21:03:23,Packtisch 3
ORD-10152,Versandübergabe,2025-10-29 01:03:23,Rampe 1
ORD-10153,Wareneingang im LVS,2025-10-06 18:19:41,Server
ORD-10153,Kommissionierung gestartet,2025-10-07 12:19:41,Lagerhalle A
ORD-10153,Kommissionierung beendet,2025-10-07 12:42:41,Lagerhalle A
ORD-10153,Verpacken und Labeldruck,2025-10-07 13:20:41,Packtisch 3
ORD-10153,Versandübergabe,2025-10-07 16:20:41,Rampe 1
ORD-10154,Wareneingang im LVS,2025-09-10 18:05:19,Server
ORD-10154,Kommissionierung gestartet,2025-09-10 22:05:19,Lagerhalle A
ORD-10154,Kommissionierung beendet,2025-09-10 22:41:19,Lagerhalle A
ORD-10154,Verpacken und Labeldruck,2025-09-10 22:55:19,Packtisch 3
ORD-10154,Versandübergabe,2025-09-11 01:55:19,Rampe 1
ORD-10155,Wareneingang im LVS,2025-10-20 15:41:19,Server
ORD-10155,Kommissionierung gestartet,2025-10-21 00:41:19,Lagerhalle A
ORD-10155,Kommissionierung beendet,2025-10-21 01:09:19,Lagerhalle A
ORD-10155,Verpacken und Labeldruck,2025-10-21 01:28:19,Packtisch 3
ORD-10155,Versandübergabe,2025-10-21 03:28:19,Rampe 1
ORD-10156,Wareneingang im LVS,2025-09-09 14:57:14,Server
ORD-10156,Kommissionierung gestartet,2025-09-11 07:57:14,Lagerhalle A
ORD-10156,Kommissionierung beendet,2025-09-11 08:40:14,Lagerhalle A
ORD-10156,Verpacken und Labeldruck,2025-09-11 09:31:14,Packtisch 3
ORD-10156,Versandübergabe,2025-09-11 11:31:14,Rampe 1
ORD-10157,Wareneingang im LVS,2025-10-01 15:49:29,Server
ORD-10157,Kommissionierung gestartet,2025-10-02 07:49:29,Lagerhalle A
ORD-10157,Kommissionierung beendet,2025-10-02 08:05:29,Lagerhalle A
ORD-10157,Verpacken und Labeldruck,2025-10-02 09:21:29,Packtisch 3
ORD-10157,Versandübergabe,2025-10-02 11:21:29,Rampe 1
ORD-10158,Wareneingang im LVS,2025-09-26 18:15:28,Server
ORD-10158,Kommissionierung gestartet,2025-09-27 12:15:28,Lagerhalle A
ORD-10158,Kommissionierung beendet,2025-09-27 12:58:28,Lagerhalle A
ORD-10158,Verpacken und Labeldruck,2025-09-27 14:32:28,Packtisch 3
ORD-10158,Versandübergabe,2025-09-27 18:32:28,Rampe 1
ORD-10159,Wareneingang im LVS,2025-10-07 08:50:20,Server
ORD-10159,Kommissionierung gestartet,2025-10-09 03:50:20,Lagerhalle A
ORD-10159,Kommissionierung beendet,2025-10-09 04:11:20,Lagerhalle A
ORD-10159,Verpacken und Labeldruck,2025-10-09 05:45:20,Packtisch 3
ORD-10159,Versandübergabe,2025-10-09 06:45:20,Rampe 1
ORD-10160,Wareneingang im LVS,2025-10-24 10:34:35,Server
ORD-10160,Kommissionierung gestartet,2025-10-25 10:34:35,Lagerhalle A
ORD-10160,Kommissionierung beendet,2025-10-25 11:09:35,Lagerhalle A
ORD-10160,Verpacken und Labeldruck,2025-10-25 12:01:35,Packtisch 3
ORD-10160,Versandübergabe,2025-10-25 15:01:35,Rampe 1
ORD-10161,Wareneingang im LVS,2025-10-12 05:49:36,Server
ORD-10161,Kommissionierung gestartet,2025-10-13 01:49:36,Lagerhalle A
ORD-10161,Kommissionierung beendet,2025-10-13 02:19:36,Lagerhalle A
ORD-10161,Verpacken und Labeldruck,2025-10-13 03:43:36,Packtisch 3
ORD-10161,Versandübergabe,2025-10-13 05:43:36,Rampe 1
ORD-10162,Wareneingang im LVS,2025-09-15 15:04:53,Server
ORD-10162,Kommissionierung gestartet,2025-09-15 22:04:53,Lagerhalle A
ORD-10162,Kommissionierung beendet,2025-09-15 22:20:53,Lagerhalle A
ORD-10162,Verpacken und Labeldruck,2025-09-15 23:42:53,Packtisch 3
ORD-10162,Versandübergabe,2025-09-16 01:42:53,Rampe 1
ORD-10163,Wareneingang im LVS,2025-09-04 11:35:39,Server
ORD-10163,Kommissionierung gestartet,2025-09-05 15:35:39,Lagerhalle A
ORD-10163,Kommissionierung beendet,2025-09-05 15:58:39,Lagerhalle A
ORD-10163,Verpacken und Labeldruck,2025-09-05 17:53:39,Packtisch 3
ORD-10163,Versandübergabe,2025-09-05 18:53:39,Rampe 1
ORD-10164,Wareneingang im LVS,2025-10-27 14:51:14,Server
ORD-10164,Kommissionierung gestartet,2025-10-29 06:51:14,Lagerhalle A
ORD-10164,Kommissionierung beendet,2025-10-29 07:09:14,Lagerhalle A
ORD-10164,Verpacken und Labeldruck,2025-10-29 07:36:14,Packtisch 3
ORD-10164,Versandübergabe,2025-10-29 09:36:14,Rampe 1
ORD-10165,Wareneingang im LVS,2025-09-20 18:02:12,Server
ORD-10165,Kommissionierung gestartet,2025-09-22 03:02:12,Lagerhalle A
ORD-10165,Kommissionierung beendet,2025-09-22 03:31:12,Lagerhalle A
ORD-10165,Verpacken und Labeldruck,2025-09-22 04:47:12,Packtisch 3
ORD-10165,Versandübergabe,2025-09-22 05:47:12,Rampe 1
ORD-10166,Wareneingang im LVS,2025-09-01 10:21:55,Server
ORD-10166,Kommissionierung gestartet,2025-09-01 23:21:55,Lagerhalle A
ORD-10166,Kommissionierung beendet,2025-09-02 00:02:55,Lagerhalle A
ORD-10166,Verpacken und Labeldruck,2025-09-02 00:17:55,Packtisch 3
ORD-10166,Versandübergabe,2025-09-02 04:17:55,Rampe 1
ORD-10167,Wareneingang im LVS,2025-09-30 17:37:10,Server
ORD-10167,Kommissionierung gestartet,2025-09-30 22:37:10,Lagerhalle A
ORD-10167,Kommissionierung beendet,2025-09-30 23:18:10,Lagerhalle A
ORD-10167,Verpacken und Labeldruck,2025-09-30 23:35:10,Packtisch 3
ORD-10167,Versandübergabe,2025-10-01 03:35:10,Rampe 1
ORD-10168,Wareneingang im LVS,2025-10-21 14:16:17,Server
ORD-10168,Kommissionierung gestartet,2025-10-23 01:16:17,Lagerhalle A
ORD-10168,Kommissionierung beendet,2025-10-23 01:50:17,Lagerhalle A
ORD-10168,Verpacken und Labeldruck,2025-10-23 03:43:17,Packtisch 3
ORD-10168,Versandübergabe,2025-10-23 05:43:17,Rampe 1
ORD-10169,Wareneingang im LVS,2025-10-27 11:07:52,Server
ORD-10169,Kommissionierung gestartet,2025-10-27 22:07:52,Lagerhalle A
ORD-10169,Kommissionierung beendet,2025-10-27 22:29:52,Lagerhalle A
ORD-10169,Verpacken und Labeldruck,2025-10-28 00:10:52,Packtisch 3
ORD-10169,Versandübergabe,2025-10-28 02:10:52,Rampe 1
ORD-10170,Wareneingang im LVS,2025-09-11 18:44:35,Server
ORD-10170,Kommissionierung gestartet,2025-09-12 07:44:35,Lagerhalle A
ORD-10170,Kommissionierung beendet,2025-09-12 08:23:35,Lagerhalle A
ORD-10170,Verpacken und Labeldruck,2025-09-12 09:17:35,Packtisch 3
ORD-10170,Versandübergabe,2025-09-12 11:17:35,Rampe 1
ORD-10171,Wareneingang im LVS,2025-09-05 13:16:39,Server
ORD-10171,Kommissionierung gestartet,2025-09-06 03:16:39,Lagerhalle A
ORD-10171,Kommissionierung beendet,2025-09-06 03:53:39,Lagerhalle A
ORD-10171,Verpacken und Labeldruck,2025-09-06 04:33:39,Packtisch 3
ORD-10171,Versandübergabe,2025-09-06 08:33:39,Rampe 1
ORD-10172,Wareneingang im LVS,2025-10-27 15:25:41,Server
ORD-10172,Kommissionierung gestartet,2025-10-28 14:25:41,Lagerhalle A
ORD-10172,Kommissionierung beendet,2025-10-28 14:48:41,Lagerhalle A
ORD-10172,Verpacken und Labeldruck,2025-10-28 16:23:41,Packtisch 3
ORD-10172,Versandübergabe,2025-10-28 19:23:41,Rampe 1
ORD-10173,Wareneingang im LVS,2025-09-14 17:26:37,Server
ORD-10173,Kommissionierung gestartet,2025-09-15 19:26:37,Lagerhalle A
ORD-10173,Kommissionierung beendet,2025-09-15 19:49:37,Lagerhalle A
ORD-10173,Verpacken und Labeldruck,2025-09-15 21:41:37,Packtisch 3
ORD-10173,Versandübergabe,2025-09-16 01:41:37,Rampe 1
ORD-10174,Wareneingang im LVS,2025-09-08 09:24:48,Server
ORD-10174,Kommissionierung gestartet,2025-09-08 23:24:48,Lagerhalle A
ORD-10174,Kommissionierung beendet,2025-09-09 00:09:48,Lagerhalle A
ORD-10174,Verpacken und Labeldruck,2025-09-09 00:24:48,Packtisch 3
ORD-10174,Versandübergabe,2025-09-09 02:24:48,Rampe 1
ORD-10175,Wareneingang im LVS,2025-10-03 14:13:35,Server
ORD-10175,Kommissionierung gestartet,2025-10-04 15:13:35,Lagerhalle A
ORD-10175,Kommissionierung beendet,2025-10-04 15:34:35,Lagerhalle A
ORD-10175,Verpacken und Labeldruck,2025-10-04 16:35:35,Packtisch 3
ORD-10175,Versandübergabe,2025-10-04 20:35:35,Rampe 1
ORD-10176,Wareneingang im LVS,2025-09-26 15:28:01,Server
ORD-10176,Kommissionierung gestartet,2025-09-27 18:28:01,Lagerhalle A
ORD-10176,Kommissionierung beendet,2025-09-27 19:13:01,Lagerhalle A
ORD-10176,Verpacken und Labeldruck,2025-09-27 20:39:01,Packtisch 3
ORD-10176,Versandübergabe,2025-09-27 21:39:01,Rampe 1
ORD-10177,Wareneingang im LVS,2025-09-21 16:26:39,Server
ORD-10177,Kommissionierung gestartet,2025-09-23 03:26:39,Lagerhalle A
ORD-10177,Kommissionierung beendet,2025-09-23 03:41:39,Lagerhalle A
ORD-10177,Verpacken und Labeldruck,2025-09-23 05:39:39,Packtisch 3
ORD-10177,Versandübergabe,2025-09-23 06:39:39,Rampe 1
ORD-10178,Wareneingang im LVS,2025-10-25 04:06:42,Server
ORD-10178,Kommissionierung gestartet,2025-10-26 07:06:42,Lagerhalle A
ORD-10178,Kommissionierung beendet,2025-10-26 07:38:42,Lagerhalle A
ORD-10178,Verpacken und Labeldruck,2025-10-26 08:25:42,Packtisch 3
ORD-10178,Versandübergabe,2025-10-26 12:25:42,Rampe 1
ORD-10179,Wareneingang im LVS,2025-09-22 12:45:24,Server
ORD-10179,Kommissionierung gestartet,2025-09-24 01:45:24,Lagerhalle A
ORD-10179,Kommissionierung beendet,2025-09-24 02:23:24,Lagerhalle A
ORD-10179,Verpacken und Labeldruck,2025-09-24 03:36:24,Packtisch 3
ORD-10179,Versandübergabe,2025-09-24 05:36:24,Rampe 1
ORD-10180,Wareneingang im LVS,2025-10-04 09:05:34,Server
ORD-10180,Kommissionierung gestartet,2025-10-06 02:05:34,Lagerhalle A
ORD-10180,Kommissionierung beendet,2025-10-06 02:48:34,Lagerhalle A
ORD-10180,Verpacken und Labeldruck,2025-10-06 04:14:34,Packtisch 3
ORD-10180,Versandübergabe,2025-10-06 08:14:34,Rampe 1
ORD-10181,Wareneingang im LVS,2025-10-16 08:23:41,Server
ORD-10181,Kommissionierung gestartet,2025-10-16 23:23:41,Lagerhalle A
ORD-10181,Kommissionierung beendet,2025-10-17 00:04:41,Lagerhalle A
ORD-10181,Verpacken und Labeldruck,2025-10-17 00:29:41,Packtisch 3
ORD-10181,Versandübergabe,2025-10-17 04:29:41,Rampe 1
ORD-10182,Wareneingang im LVS,2025-10-04 14:56:29,Server
ORD-10182,Kommissionierung gestartet,2025-10-05 21:56:29,Lagerhalle A
ORD-10182,Kommissionierung beendet,2025-10-05 22:35:29,Lagerhalle A
ORD-10182,Verpacken und Labeldruck,2025-10-05 23:05:29,Packtisch 3
ORD-10182,Versandübergabe,2025-10-06 02:05:29,Rampe 1
ORD-10183,Wareneingang im LVS,2025-10-11 15:38:44,Server
ORD-10183,Kommissionierung gestartet,2025-10-13 06:38:44,Lagerhalle A
ORD-10183,Kommissionierung beendet,2025-10-13 07:05:44,Lagerhalle A
ORD-10183,Verpacken und Labeldruck,2025-10-13 08:46:44,Packtisch 3
ORD-10183,Versandübergabe,2025-10-13 12:46:44,Rampe 1
ORD-10184,Wareneingang im LVS,2025-09-14 17:21:31,Server
ORD-10184,Kommissionierung gestartet,2025-09-15 23:21:31,Lagerhalle A
ORD-10184,Kommissionierung beendet,2025-09-16 00:02:31,Lagerhalle A
ORD-10184,Verpacken und Labeldruck,2025-09-16 01:00:31,Packtisch 3
ORD-10184,Versandübergabe,2025-09-16 05:00:31,Rampe 1
ORD-10185,Wareneingang im LVS,2025-09-10 18:00:22,Server
ORD-10185,Kommissionierung gestartet,2025-09-12 08:00:22,Lagerhalle A
ORD-10185,Kommissionierung beendet,2025-09-12 08:32:22,Lagerhalle A
ORD-10185,Verpacken und Labeldruck,2025-09-12 09:29:22,Packtisch 3
ORD-10185,Versandübergabe,2025-09-12 10:29:22,Rampe 1
ORD-10186,Wareneingang im LVS,2025-09-06 23:58:23,Server
ORD-10186,Kommissionierung gestartet,2025-09-08 00:58:23,Lagerhalle A
ORD-10186,Kommissionierung beendet,2025-09-08 01:15:23,Lagerhalle A
ORD-10186,Verpacken und Labeldruck,2025-09-08 02:01:23,Packtisch 3
ORD-10186,Versandübergabe,2025-09-08 03:01:23,Rampe 1
ORD-10187,Wareneingang im LVS,2025-09-05 09:19:06,Server
ORD-10187,Kommissionierung gestartet,2025-09-07 08:19:06,Lagerhalle A
ORD-10187,Kommissionierung beendet,2025-09-07 08:54:06,Lagerhalle A
ORD-10187,Verpacken und Labeldruck,2025-09-07 09:32:06,Packtisch 3
ORD-10187,Versandübergabe,2025-09-07 10:32:06,Rampe 1
ORD-10188,Wareneingang im LVS,2025-09-03 14:17:24,Server
ORD-10188,Kommissionierung gestartet,2025-09-04 18:17:24,Lagerhalle A
ORD-10188,Kommissionierung beendet,2025-09-04 18:40:24,Lagerhalle A
ORD-10188,Verpacken und Labeldruck,2025-09-04 19:38:24,Packtisch 3
ORD-10188,Versandübergabe,2025-09-04 23:38:24,Rampe 1
ORD-10189,Wareneingang im LVS,2025-10-06 18:15:48,Server
ORD-10189,Kommissionierung gestartet,2025-10-08 03:15:48,Lagerhalle A
ORD-10189,Kommissionierung beendet,2025-10-08 03:37:48,Lagerhalle A
ORD-10189,Verpacken und Labeldruck,2025-10-08 04:31:48,Packtisch 3
ORD-10189,Versandübergabe,2025-10-08 08:31:48,Rampe 1
ORD-10190,Wareneingang im LVS,2025-09-30 09:28:01,Server
ORD-10190,Kommissionierung gestartet,2025-10-02 01:28:01,Lagerhalle A
ORD-10190,Kommissionierung beendet,2025-10-02 02:06:01,Lagerhalle A
ORD-10190,Verpacken und Labeldruck,2025-10-02 03:31:01,Packtisch 3
ORD-10190,Versandübergabe,2025-10-02 06:31:01,Rampe 1
ORD-10191,Wareneingang im LVS,2025-09-20 13:37:21,Server
ORD-10191,Kommissionierung gestartet,2025-09-20 16:37:21,Lagerhalle A
ORD-10191,Kommissionierung beendet,2025-09-20 17:16:21,Lagerhalle A
ORD-10191,Verpacken und Labeldruck,2025-09-20 18:39:21,Packtisch 3
ORD-10191,Versandübergabe,2025-09-20 22:39:21,Rampe 1
ORD-10192,Wareneingang im LVS,2025-09-28 17:05:22,Server
ORD-10192,Kommissionierung gestartet,2025-09-29 04:05:22,Lagerhalle A
ORD-10192,Kommissionierung beendet,2025-09-29 04:27:22,Lagerhalle A
ORD-10192,Verpacken und Labeldruck,2025-09-29 05:19:22,Packtisch 3
ORD-10192,Versandübergabe,2025-09-29 08:19:22,Rampe 1
ORD-10193,Wareneingang im LVS,2025-10-16 14:58:26,Server
ORD-10193,Kommissionierung gestartet,2025-10-17 08:58:26,Lagerhalle A
ORD-10193,Kommissionierung beendet,2025-10-17 09:19:26,Lagerhalle A
ORD-10193,Verpacken und Labeldruck,2025-10-17 10:26:26,Packtisch 3
ORD-10193,Versandübergabe,2025-10-17 12:26:26,Rampe 1
ORD-10194,Wareneingang im LVS,2025-10-28 14:11:19,Server
ORD-10194,Kommissionierung gestartet,2025-10-29 17:11:19,Lagerhalle A
ORD-10194,Kommissionierung beendet,2025-10-29 17:27:19,Lagerhalle A
ORD-10194,Verpacken und Labeldruck,2025-10-29 17:45:19,Packtisch 3
ORD-10194,Versandübergabe,2025-10-29 20:45:19,Rampe 1
ORD-10195,Wareneingang im LVS,2025-09-20 22:38:27,Server
ORD-10195,Kommissionierung gestartet,2025-09-21 01:38:27,Lagerhalle A
ORD-10195,Kommissionierung beendet,2025-09-21 01:56:27,Lagerhalle A
ORD-10195,Verpacken und Labeldruck,2025-09-21 03:45:27,Packtisch 3
ORD-10195,Versandübergabe,2025-09-21 07:45:27,Rampe 1
ORD-10196,Wareneingang im LVS,2025-09-28 09:42:54,Server
ORD-10196,Kommissionierung gestartet,2025-09-30 07:42:54,Lagerhalle A
ORD-10196,Kommissionierung beendet,2025-09-30 08:27:54,Lagerhalle A
ORD-10196,Verpacken und Labeldruck,2025-09-30 09:34:54,Packtisch 3
ORD-10196,Versandübergabe,2025-09-30 10:34:54,Rampe 1
ORD-10197,Wareneingang im LVS,2025-10-06 03:47:45,Server
ORD-10197,Kommissionierung gestartet,2025-10-06 18:47:45,Lagerhalle A
ORD-10197,Kommissionierung beendet,2025-10-06 19:18:45,Lagerhalle A
ORD-10197,Verpacken und Labeldruck,2025-10-06 19:47:45,Packtisch 3
ORD-10197,Versandübergabe,2025-10-06 21:47:45,Rampe 1
ORD-10198,Wareneingang im LVS,2025-09-19 13:56:45,Server
ORD-10198,Kommissionierung gestartet,2025-09-21 07:56:45,Lagerhalle A
ORD-10198,Kommissionierung beendet,2025-09-21 08:15:45,Lagerhalle A
ORD-10198,Verpacken und Labeldruck,2025-09-21 10:09:45,Packtisch 3
ORD-10198,Versandübergabe,2025-09-21 11:09:45,Rampe 1
ORD-10199,Wareneingang im LVS,2025-10-05 10:31:37,Server
ORD-10199,Kommissionierung gestartet,2025-10-06 22:31:37,Lagerhalle A
ORD-10199,Kommissionierung beendet,2025-10-06 23:05:37,Lagerhalle A
ORD-10199,Verpacken und Labeldruck,2025-10-07 00:00:37,Packtisch 3
ORD-10199,Versandübergabe,2025-10-07 04:00:37,Rampe 1
ORD-10200,Wareneingang im LVS,2025-09-24 12:21:22,Server
ORD-10200,Kommissionierung gestartet,2025-09-24 21:21:22,Lagerhalle A
ORD-10200,Kommissionierung beendet,2025-09-24 21:51:22,Lagerhalle A
ORD-10200,Verpacken und Labeldruck,2025-09-24 23:08:22,Packtisch 3
ORD-10200,Versandübergabe,2025-09-25 01:08:22,Rampe 1
ORD-10201,Wareneingang im LVS,2025-09-01 22:01:42,Server
ORD-10201,Kommissionierung gestartet,2025-09-03 17:01:42,Lagerhalle A
ORD-10201,Kommissionierung beendet,2025-09-03 17:21:42,Lagerhalle A
ORD-10201,Verpacken und Labeldruck,2025-09-03 17:31:42,Packtisch 3
ORD-10201,Versandübergabe,2025-09-03 18:31:42,Rampe 1
ORD-10202,Wareneingang im LVS,2025-09-26 13:39:44,Server
ORD-10202,Kommissionierung gestartet,2025-09-27 17:39:44,Lagerhalle A
ORD-10202,Kommissionierung beendet,2025-09-27 18:15:44,Lagerhalle A
ORD-10202,Verpacken und Labeldruck,2025-09-27 19:18:44,Packtisch 3
ORD-10202,Versandübergabe,2025-09-27 21:18:44,Rampe 1
ORD-10203,Wareneingang im LVS,2025-09-09 16:29:32,Server
ORD-10203,Kommissionierung gestartet,2025-09-11 06:29:32,Lagerhalle A
ORD-10203,Kommissionierung beendet,2025-09-11 06:50:32,Lagerhalle A
ORD-10203,Verpacken und Labeldruck,2025-09-11 07:08:32,Packtisch 3
ORD-10203,Versandübergabe,2025-09-11 08:08:32,Rampe 1
ORD-10204,Wareneingang im LVS,2025-09-24 09:16:48,Server
ORD-10204,Kommissionierung gestartet,2025-09-25 18:16:48,Lagerhalle A
ORD-10204,Kommissionierung beendet,2025-09-25 18:41:48,Lagerhalle A
ORD-10204,Verpacken und Labeldruck,2025-09-25 20:40:48,Packtisch 3
ORD-10204,Versandübergabe,2025-09-26 00:40:48,Rampe 1
ORD-10205,Wareneingang im LVS,2025-10-16 14:48:38,Server
ORD-10205,Kommissionierung gestartet,2025-10-17 13:48:38,Lagerhalle A
ORD-10205,Kommissionierung beendet,2025-10-17 14:24:38,Lagerhalle A
ORD-10205,Verpacken und Labeldruck,2025-10-17 14:56:38,Packtisch 3
ORD-10205,Versandübergabe,2025-10-17 16:56:38,Rampe 1
ORD-10206,Wareneingang im LVS,2025-09-02 14:11:33,Server
ORD-10206,Kommissionierung gestartet,2025-09-03 08:11:33,Lagerhalle A
ORD-10206,Kommissionierung beendet,2025-09-03 08:48:33,Lagerhalle A
ORD-10206,Verpacken und Labeldruck,2025-09-03 10:18:33,Packtisch 3
ORD-10206,Versandübergabe,2025-09-03 11:18:33,Rampe 1
ORD-10207,Wareneingang im LVS,2025-09-20 10:19:31,Server
ORD-10207,Kommissionierung gestartet,2025-09-21 02:19:31,Lagerhalle A
ORD-10207,Kommissionierung beendet,2025-09-21 02:56:31,Lagerhalle A
ORD-10207,Verpacken und Labeldruck,2025-09-21 03:25:31,Packtisch 3
ORD-10207,Versandübergabe,2025-09-21 05:25:31,Rampe 1
ORD-10208,Wareneingang im LVS,2025-09-21 10:21:46,Server
ORD-10208,Kommissionierung gestartet,2025-09-23 00:21:46,Lagerhalle A
ORD-10208,Kommissionierung beendet,2025-09-23 00:50:46,Lagerhalle A
ORD-10208,Verpacken und Labeldruck,2025-09-23 01:05:46,Packtisch 3
ORD-10208,Versandübergabe,2025-09-23 02:05:46,Rampe 1
ORD-10209,Wareneingang im LVS,2025-10-02 03:41:59,Server
ORD-10209,Kommissionierung gestartet,2025-10-03 09:41:59,Lagerhalle A
ORD-10209,Kommissionierung beendet,2025-10-03 10:10:59,Lagerhalle A
ORD-10209,Verpacken und Labeldruck,2025-10-03 11:02:59,Packtisch 3
ORD-10209,Versandübergabe,2025-10-03 15:02:59,Rampe 1
ORD-10210,Wareneingang im LVS,2025-09-06 15:45:48,Server
ORD-10210,Kommissionierung gestartet,2025-09-07 23:45:48,Lagerhalle A
ORD-10210,Kommissionierung beendet,2025-09-08 00:11:48,Lagerhalle A
ORD-10210,Verpacken und Labeldruck,2025-09-08 01:54:48,Packtisch 3
ORD-10210,Versandübergabe,2025-09-08 04:54:48,Rampe 1
ORD-10211,Wareneingang im LVS,2025-10-24 14:05:44,Server
ORD-10211,Kommissionierung gestartet,2025-10-25 08:05:44,Lagerhalle A
ORD-10211,Kommissionierung beendet,2025-10-25 08:50:44,Lagerhalle A
ORD-10211,Verpacken und Labeldruck,2025-10-25 09:16:44,Packtisch 3
ORD-10211,Versandübergabe,2025-10-25 12:16:44,Rampe 1
ORD-10212,Wareneingang im LVS,2025-10-30 14:44:33,Server
ORD-10212,Kommissionierung gestartet,2025-11-01 14:44:33,Lagerhalle A
ORD-10212,Kommissionierung beendet,2025-11-01 15:12:33,Lagerhalle A
ORD-10212,Verpacken und Labeldruck,2025-11-01 16:19:33,Packtisch 3
ORD-10212,Versandübergabe,2025-11-01 18:19:33,Rampe 1
ORD-10213,Wareneingang im LVS,2025-10-17 18:46:33,Server
ORD-10213,Kommissionierung gestartet,2025-10-19 15:46:33,Lagerhalle A
ORD-10213,Kommissionierung beendet,2025-10-19 16:18:33,Lagerhalle A
ORD-10213,Verpacken und Labeldruck,2025-10-19 18:14:33,Packtisch 3
ORD-10213,Versandübergabe,2025-10-19 20:14:33,Rampe 1
ORD-10214,Wareneingang im LVS,2025-10-15 15:32:49,Server
ORD-10214,Kommissionierung gestartet,2025-10-17 03:32:49,Lagerhalle A
ORD-10214,Kommissionierung beendet,2025-10-17 04:12:49,Lagerhalle A
ORD-10214,Verpacken und Labeldruck,2025-10-17 05:20:49,Packtisch 3
ORD-10214,Versandübergabe,2025-10-17 09:20:49,Rampe 1
ORD-10215,Wareneingang im LVS,2025-09-15 09:09:12,Server
ORD-10215,Kommissionierung gestartet,2025-09-17 02:09:12,Lagerhalle A
ORD-10215,Kommissionierung beendet,2025-09-17 02:35:12,Lagerhalle A
ORD-10215,Verpacken und Labeldruck,2025-09-17 03:46:12,Packtisch 3
ORD-10215,Versandübergabe,2025-09-17 06:46:12,Rampe 1
ORD-10216,Wareneingang im LVS,2025-10-22 17:25:51,Server
ORD-10216,Kommissionierung gestartet,2025-10-23 20:25:51,Lagerhalle A
ORD-10216,Kommissionierung beendet,2025-10-23 20:57:51,Lagerhalle A
ORD-10216,Verpacken und Labeldruck,2025-10-23 22:00:51,Packtisch 3
ORD-10216,Versandübergabe,2025-10-23 23:00:51,Rampe 1
ORD-10217,Wareneingang im LVS,2025-09-22 19:04:32,Server
ORD-10217,Kommissionierung gestartet,2025-09-24 17:04:32,Lagerhalle A
ORD-10217,Kommissionierung beendet,2025-09-24 17:44:32,Lagerhalle A
ORD-10217,Verpacken und Labeldruck,2025-09-24 19:35:32,Packtisch 3
ORD-10217,Versandübergabe,2025-09-24 22:35:32,Rampe 1
ORD-10218,Wareneingang im LVS,2025-10-22 09:20:18,Server
ORD-10218,Kommissionierung gestartet,2025-10-23 06:20:18,Lagerhalle A
ORD-10218,Kommissionierung beendet,2025-10-23 06:42:18,Lagerhalle A
ORD-10218,Verpacken und Labeldruck,2025-10-23 08:01:18,Packtisch 3
ORD-10218,Versandübergabe,2025-10-23 11:01:18,Rampe 1
ORD-10219,Wareneingang im LVS,2025-10-23 09:00:36,Server
ORD-10219,Kommissionierung gestartet,2025-10-24 05:00:36,Lagerhalle A
ORD-10219,Kommissionierung beendet,2025-10-24 05:44:36,Lagerhalle A
ORD-10219,Verpacken und Labeldruck,2025-10-24 05:56:36,Packtisch 3
ORD-10219,Versandübergabe,2025-10-24 09:56:36,Rampe 1
