Bestellnummer,Aktivitaet,Timestamp,User
ORD-10234,Bonitätsprüfung automatisch,2025-10-09 18:14:00,System
ORD-10234,Übermittlung an Lager,2025-10-09 19:11:00,System Interface
ORD-10235,Bestellung eingegangen,2025-10-21 18:43:00,System
ORD-10235,Bonitätsprüfung automatisch,2025-10-21 18:44:00,System
ORD-10235,Übermittlung an Lager,2025-10-21 19:14:00,System Interface
ORD-10236,Bestellung eingegangen,2025-10-13 14:26:00,System
ORD-10236,Bonitätsprüfung automatisch,2025-10-13 14:36:00,System
ORD-10236,Übermittlung an Lager,2025-10-13 14:44:00,System Interface
ORD-10237,Bestellung eingegangen,2025-10-23 16:01:00,System
ORD-10237,Bonitätsprüfung automatisch,2025-10-23 16:10:00,System
ORD-10237,Übermittlung an Lager,2025-10-23 17:05:00,System Interface
ORD-10238,Bestellung eingegangen,2025-10-12 17:40:00,System
ORD-10238,Bonitätsprüfung automatisch,2025-10-12 17:46:00,System
ORD-10238,Bonitätsprüfung manuell,2025-10-13 03:46:00,Mitarbeiter_FiBu
ORD-10238,Bestellung freigegeben,2025-10-13 04:05:00,Mitarbeiter_FiBu
ORD-10238,Übermittlung an Lager,2025-10-13 04:36:00,System Interface
ORD-10239,Bestellung eingegangen,2025-09-16 16:14:00,System
ORD-10239,Bonitätsprüfung automatisch,2025-09-16 16:19:00,System
ORD-10239,Bonitätsprüfung manuell,2025-09-17 03:19:00,Mitarbeiter_FiBu
ORD-10239,Bestellung freigegeben,2025-09-17 03:33:00,Mitarbeiter_FiBu
ORD-10239,Übermittlung an Lager,2025-09-17 04:17:00,System Interface
ORD-10240,Bestellung eingegangen,2025-10-26 13:45:00,System
ORD-10240,Bonitätsprüfung automatisch,2025-10-26 13:53:00,System
ORD-10240,Übermittlung an Lager,2025-10-26 14:14:00,System Interface
ORD-10241,Bestellung eingegangen,2025-10-11 16:14:00,System
ORD-10241,Bonitätsprüfung automatisch,2025-10-11 16:15:00,System
ORD-10241,Bonitätsprüfung manuell,2025-10-12 04:15:00,Mitarbeiter_FiBu
ORD-10241,Bestellung freigegeben,2025-10-12 04:32:00,Mitarbeiter_FiBu
ORD-10241,Übermittlung an Lager,2025-10-12 04:48:00,System Interface
ORD-10242,Bestellung eingegangen,2025-09-19 11:09:00,System
ORD-10242,Bonitätsprüfung automatisch,2025-09-19 11:11:00,System
ORD-10242,Übermittlung an Lager,2025-09-19 11:18:00,System Interface
ORD-10243,Bestellung eingegangen,2025-10-02 09:26:00,System
ORD-10243,Bonitätsprüfung automatisch,2025-10-02 09:32:00,System
ORD-10243,Übermittlung an Lager,2025-10-02 10:01:00,System Interface
ORD-10244,Bestellung eingegangen,2025-09-18 10:17:00,System
ORD-10244,Bonitätsprüfung automatisch,2025-09-18 10:27:00,System
ORD-10244,Übermittlung an Lager,2025-09-18 11:06:00,System Interface
ORD-10245,Bestellung eingegangen,2025-09-06 11:05:00,System
ORD-10245,Bonitätsprüfung automatisch,2025-09-06 11:06:00,System
ORD-10245,Übermittlung an Lager,2025-09-06 11:45:00,System Interface
ORD-10246,Bestellung eingegangen,2025-09-21 13:34:00,System
ORD-10246,Bonitätsprüfung automatisch,2025-09-21 13:42:00,System
ORD-10246,Bonitätsprüfung manuell,2025-09-22 03:42:00,Mitarbeiter_FiBu
ORD-10246,Bestellung freigegeben,2025-09-22 04:11:00,Mitarbeiter_FiBu
ORD-10246,Übermittlung an Lager,2025-09-22 05:01:00,System Interface
ORD-10247,Bestellung eingegangen,2025-09-11 09:09:00,System
ORD-10247,Bonitätsprüfung automatisch,2025-09-11 09:12:00,System
ORD-10247,Übermittlung an Lager,2025-09-11 09:25:00,System Interface
ORD-10248,Bestellung eingegangen,2025-10-30 13:30:00,System
ORD-10248,Bonitätsprüfung automatisch,2025-10-30 13:39:00,System
ORD-10248,Bonitätsprüfung manuell,2025-10-31 11:39:00,Mitarbeiter_FiBu
ORD-10248,Bestellung freigegeben,2025-10-31 11:49:00,Mitarbeiter_FiBu
ORD-10248,Übermittlung an Lager,2025-10-31 12:20:00,System Interface
ORD-10249,Bestellung eingegangen,2025-10-24 18:07:00,System
ORD-10249,Bonitätsprüfung automatisch,2025-10-24 18:16:00,System
ORD-10249,Übermittlung an Lager,2025-10-24 18:57:00,System Interface
ORD-10250,Bestellung eingegangen,2025-10-15 16:04:00,System
ORD-10250,Bonitätsprüfung automatisch,2025-10-15 16:10:00,System
ORD-10250,Übermittlung an Lager,2025-10-15 17:10:00,System Interface
ORD-10251,Bestellung eingegangen,2025-10-24 17:12:00,System
ORD-10251,Bonitätsprüfung automatisch,2025-10-24 17:15:00,System
ORD-10251,Übermittlung an Lager,2025-10-24 18:14:00,System Interface
ORD-10252,Bestellung eingegangen,2025-09-14 13:07:00,System
ORD-10252,Bonitätsprüfung automatisch,2025-09-14 13:17:00,System
ORD-10252,Übermittlung an Lager,2025-09-14 14:05:00,System Interface
ORD-10253,Bestellung eingegangen,2025-09-18 15:18:00,System
ORD-10253,Bonitätsprüfung automatisch,2025-09-18 15:20:00,System
ORD-10253,Übermittlung an Lager,2025-09-18 16:11:00,System Interface
ORD-10254,Bestellung eingegangen,2025-09-17 11:44:00,System
ORD-10254,Bonitätsprüfung automatisch,2025-09-17 11:54:00,System
ORD-10254,Übermittlung an Lager,2025-09-17 12:02:00,System Interface
ORD-10255,Bestellung eingegangen,2025-10-22 10:42:00,System
ORD-10255,Bonitätsprüfung automatisch,2025-10-22 10:46:00,System
ORD-10255,Übermittlung an Lager,2025-10-22 11:39:00,System Interface
ORD-10256,Bestellung eingegangen,2025-10-03 09:19:00,System
ORD-10256,Bonitätsprüfung automatisch,2025-10-03 09:27:00,System
ORD-10256,Übermittlung an Lager,2025-10-03 10:01:00,System Interface
ORD-10257,Bestellung eingegangen,2025-10-28 12:36:00,System
ORD-10257,Bonitätsprüfung automatisch,2025-10-28 12:46:00,System
ORD-10257,Übermittlung an Lager,2025-10-28 13:01:00,System Interface
ORD-10258,Bestellung eingegangen,2025-09-21 18:03:00,System
ORD-10258,Bonitätsprüfung automatisch,2025-09-21 18:12:00,System
ORD-10258,Übermittlung an Lager,2025-09-21 18:46:00,System Interface
ORD-10259,Bestellung eingegangen,2025-10-25 14:58:00,System
ORD-10259,Bonitätsprüfung automatisch,2025-10-25 15:06:00,System
ORD-10259,Übermittlung an Lager,2025-10-25 15:55:00,System Interface
ORD-10260,Bestellung eingegangen,2025-10-14 13:00:00,System
ORD-10260,Bonitätsprüfung automatisch,2025-10-14 13:05:00,System
ORD-10260,Bonitätsprüfung manuell,2025-10-14 18:05:00,Mitarbeiter_FiBu
ORD-10260,Bestellung freigegeben,2025-10-14 18:15:00,Mitarbeiter_FiBu
ORD-10260,Übermittlung an Lager,2025-10-14 18:58:00,System Interface
ORD-10261,Bestellung eingegangen,2025-10-14 12:07:00,System
ORD-10261,Bonitätsprüfung automatisch,2025-10-14 12:14:00,System
ORD-10261,Übermittlung an Lager,2025-10-14 12:57:00,System Interface
ORD-10262,Bestellung eingegangen,2025-09-03 09:43:00,System
ORD-10262,Bonitätsprüfung automatisch,2025-09-03 09:52:00,System
ORD-10262,Übermittlung an Lager,2025-09-03 09:58:00,System Interface
ORD-10263,Bestellung eingegangen,2025-09-01 13:40:00,System
ORD-10263,Bonitätsprüfung automatisch,2025-09-01 13:44:00,System
ORD-10263,Übermittlung an Lager,2025-09-01 14:44:00,System Interface
ORD-10264,Bestellung eingegangen,2025-10-16 16:53:00,System
ORD-10264,Bonitätsprüfung automatisch,2025-10-16 17:00:00,System
ORD-10264,Übermittlung an Lager,2025-10-16 17:57:00,System Interface
ORD-10265,Bestellung eingegangen,2025-10-24 17:35:00,System
ORD-10265,Bonitätsprüfung automatisch,2025-10-24 17:43:00,System
ORD-10265,Übermittlung an Lager,2025-10-24 18:33:00,System Interface
ORD-10266,Bestellung eingegangen,2025-09-14 15:10:00,System
ORD-10266,Bonitätsprüfung automatisch,2025-09-14 15:16:00,System
ORD-10266,Bonitätsprüfung manuell,2025-09-15 15:16:00,Mitarbeiter_FiBu
ORD-10266,Bestellung freigegeben,2025-09-15 15:34:00,Mitarbeiter_FiBu
ORD-10266,Übermittlung an Lager,2025-09-15 15:55:00,System Interface
ORD-10267,Bestellung eingegangen,2025-09-13 09:28:00,System
ORD-10267,Bonitätsprüfung automatisch,2025-09-13 09:32:00,System
ORD-10267,Übermittlung an Lager,2025-09-13 10:18:00,System Interface
ORD-10268,Bestellung eingegangen,2025-09-05 17:20:00,System
ORD-10268,Bonitätsprüfung automatisch,2025-09-05 17:28:00,System
ORD-10268,Übermittlung an Lager,2025-09-05 18:03:00,System Interface
ORD-10269,Bestellung eingegangen,2025-10-22 13:22:00,System
ORD-10269,Bonitätsprüfung automatisch,2025-10-22 13:30:00,System
ORD-10269,Übermittlung an Lager,2025-10-22 13:56:00,System Interface
ORD-10270,Bestellung eingegangen,2025-09-19 11:41:00,System
ORD-10270,Bonitätsprüfung automatisch,2025-09-19 11:43:00,System
ORD-10270,Übermittlung an Lager,2025-09-19 12:05:00,System Interface
ORD-10271,Bestellung eingegangen,2025-10-28 10:34:00,System
ORD-10271,Bonitätsprüfung automatisch,2025-10-28 10:43:00,System
ORD-10271,Übermittlung an Lager,2025-10-28 11:14:00,System Interface
ORD-10272,Bestellung eingegangen,2025-10-13 09:25:00,System
ORD-10272,Bonitätsprüfung automatisch,2025-10-13 09:29:00,System
ORD-10272,Übermittlung an Lager,2025-10-13 10:18:00,System Interface
ORD-10273,Bestellung eingegangen,2025-10-13 09:18:00,System
ORD-10273,Bonitätsprüfung automatisch,2025-10-13 09:26:00,System
ORD-10273,Übermittlung an Lager,2025-10-13 09:45:00,System Interface
ORD-10274,Bestellung eingegangen,2025-09-22 11:25:00,System
ORD-10274,Bonitätsprüfung automatisch,2025-09-22 11:28:00,System
ORD-10274,Übermittlung an Lager,2025-09-22 12:01:00,System Interface
ORD-10275,Bestellung eingegangen,2025-09-09 09:16:00,System
ORD-10275,Bonitätsprüfung automatisch,2025-09-09 09:25:00,System
ORD-10275,Bonitätsprüfung manuell,2025-09-09 12:25:00,Mitarbeiter_FiBu
ORD-10275,Bestellung freigegeben,2025-09-09 12:35:00,Mitarbeiter_FiBu
ORD-10275,Übermittlung an Lager,2025-09-09 13:25:00,System Interface
ORD-10276,Bestellung eingegangen,2025-10-02 10:04:00,System
ORD-10276,Bonitätsprüfung automatisch,2025-10-02 10:06:00,System
ORD-10276,Bonitätsprüfung manuell,2025-10-02 20:06:00,Mitarbeiter_FiBu
ORD-10276,Bestellung freigegeben,2025-10-02 20:24:00,Mitarbeiter_FiBu
ORD-10276,Übermittlung an Lager,2025-10-02 20:29:00,System Interface
ORD-10277,Bestellung eingegangen,2025-09-13 12:27:00,System
ORD-10277,Bonitätsprüfung automatisch,2025-09-13 12:32:00,System
ORD-10277,Übermittlung an Lager,2025-09-13 12:59:00,System Interface
ORD-10278,Bestellung eingegangen,2025-09-30 11:48:00,System
ORD-10278,Bonitätsprüfung automatisch,2025-09-30 11:49:00,System
ORD-10278,Übermittlung an Lager,2025-09-30 12:37:00,System Interface
ORD-10279,Bestellung eingegangen,2025-10-06 16:32:00,System
ORD-10279,Bonitätsprüfung automatisch,2025-10-06 16:39:00,System
ORD-10279,Übermittlung an Lager,2025-10-06 17:18:00,System Interface
ORD-10280,Bestellung eingegangen,2025-09-22 17:12:00,System
ORD-10280,Bonitätsprüfung automatisch,2025-09-22 17:18:00,System
ORD-10280,Übermittlung an Lager,2025-09-22 17:42:00,System Interface
ORD-10281,Bestellung eingegangen,2025-09-02 14:57:00,System
ORD-10281,Bonitätsprüfung automatisch,2025-09-02 15:01:00,System
ORD-10281,Übermittlung an Lager,2025-09-02 15:57:00,System Interface
ORD-10282,Bestellung eingegangen,2025-09-10 08:56:00,System
ORD-10282,Bonitätsprüfung automatisch,2025-09-10 09:06:00,System
ORD-10282,Übermittlung an Lager,2025-09-10 10:06:00,System Interface
ORD-10283,Bestellung eingegangen,2025-10-05 17:03:00,System
ORD-10283,Bonitätsprüfung automatisch,2025-10-05 17:07:00,System
ORD-10283,Übermittlung an Lager,2025-10-05 17:48:00,System Interface
ORD-10284,Bestellung eingegangen,2025-10-20 16:50:00,System
ORD-10284,Bonitätsprüfung automatisch,2025-10-20 16:52:00,System
ORD-10284,Bonitätsprüfung manuell,2025-10-20 22:52:00,Mitarbeiter_FiBu
ORD-10284,Bestellung freigegeben,2025-10-20 23:15:00,Mitarbeiter_FiBu
ORD-10284,Übermittlung an Lager,2025-10-20 23:53:00,System Interface
ORD-10285,Bestellung eingegangen,2025-09-08 18:57:00,System
ORD-10285,Bonitätsprüfung automatisch,2025-09-08 19:02:00,System
ORD-10285,Übermittlung an Lager,2025-09-08 19:27:00,System Interface
ORD-10286,Bestellung eingegangen,2025-10-22 14:06:00,System
ORD-10286,Bonitätsprüfung automatisch,2025-10-22 14:07:00,System
ORD-10286,Übermittlung an Lager,2025-10-22 14:33:00,System Interface
ORD-10287,Bestellung eingegangen,2025-10-07 14:27:00,System
ORD-10287,Bonitätsprüfung automatisch,2025-10-07 14:32:00,System
ORD-10287,Übermittlung an Lager,2025-10-07 15:15:00,System Interface
ORD-10288,Bestellung eingegangen,2025-09-30 14:00:00,System
ORD-10288,Bonitätsprüfung automatisch,2025-09-30 14:07:00,System
ORD-10288,Übermittlung an Lager,2025-09-30 14:41:00,System Interface
ORD-10289,Bestellung eingegangen,2025-09-27 17:33:00,System
ORD-10289,Bonitätsprüfung automatisch,2025-09-27 17:43:00,System
ORD-10289,Übermittlung an Lager,2025-09-27 18:23:00,System Interface
ORD-10290,Bestellung eingegangen,2025-10-07 12:02:00,System
ORD-10290,Bonitätsprüfung automatisch,2025-10-07 12:09:00,System
ORD-10290,Übermittlung an Lager,2025-10-07 13:07:00,System Interface
ORD-10291,Bestellung eingegangen,2025-10-16 15:51:00,System
ORD-10291,Bonitätsprüfung automatisch,2025-10-16 15:58:00,System
ORD-10291,Übermittlung an Lager,2025-10-16 16:21:00,System Interface
ORD-10292,Bestellung eingegangen,2025-09-10 08:08:00,System
ORD-10292,Bonitätsprüfung automatisch,2025-09-10 08:11:00,System
ORD-10292,Übermittlung an Lager,2025-09-10 09:02:00,System Interface
ORD-10293,Bestellung eingegangen,2025-10-10 16:30:00,System
ORD-10293,Bonitätsprüfung automatisch,2025-10-10 16:37:00,System
ORD-10293,Übermittlung an Lager,2025-10-10 17:06:00,System Interface
ORD-10294,Bestellung eingegangen,2025-10-13 12:23:00,System
ORD-10294,Bonitätsprüfung automatisch,2025-10-13 12:32:00,System
ORD-10294,Übermittlung an Lager,2025-10-13 12:42:00,System Interface
ORD-10295,Bestellung eingegangen,2025-09-22 10:40:00,System
ORD-10295,Bonitätsprüfung automatisch,2025-09-22 10:49:00,System
ORD-10295,Übermittlung an Lager,2025-09-22 11:07:00,System Interface
ORD-10296,Bestellung eingegangen,2025-10-01 11:23:00,System
ORD-10296,Bonitätsprüfung automatisch,2025-10-01 11:29:00,System
ORD-10296,Übermittlung an Lager,2025-10-01 12:23:00,System Interface
ORD-10297,Bestellung eingegangen,2025-10-25 15:24:00,System
ORD-10297,Bonitätsprüfung automatisch,2025-10-25 15:30:00,System
ORD-10297,Bonitätsprüfung manuell,2025-10-26 12:30:00,Mitarbeiter_FiBu
ORD-10297,Bestellung freigegeben,2025-10-26 12:54:00,Mitarbeiter_FiBu
ORD-10297,Übermittlung an Lager,2025-10-26 13:27:00,System Interface
ORD-10298,Bestellung eingegangen,2025-10-06 18:06:00,System
ORD-10298,Bonitätsprüfung automatisch,2025-10-06 18:14:00,System
ORD-10298,Übermittlung an Lager,2025-10-06 19:09:00,System Interface
ORD-10299,Bestellung eingegangen,2025-10-05 12:31:00,System
ORD-10299,Bonitätsprüfung automatisch,2025-10-05 12:40:00,System
ORD-10299,Übermittlung an Lager,2025-10-05 13:27:00,System Interface
ORD-10300,Bestellung eingegangen,2025-09-30 16:00:00,System
ORD-10300,Bonitätsprüfung automatisch,2025-09-30 16:04:00,System
ORD-10300,Übermittlung an Lager,2025-09-30 16:15:00,System Interface
ORD-10301,Bestellung eingegangen,2025-09-13 15:20:00,System
ORD-10301,Bonitätsprüfung automatisch,2025-09-13 15:28:00,System
ORD-10301,Übermittlung an Lager,2025-09-13 15:41:00,System Interface
ORD-10302,Bestellung eingegangen,2025-10-04 17:45:00,System
ORD-10302,Bonitätsprüfung automatisch,2025-10-04 17:52:00,System
ORD-10302,Übermittlung an Lager,2025-10-04 17:58:00,System Interface
ORD-10303,Bestellung eingegangen,2025-10-27 10:02:00,System
ORD-10303,Bonitätsprüfung automatisch,2025-10-27 10:08:00,System
ORD-10303,Bonitätsprüfung manuell,2025-10-28 02:08:00,Mitarbeiter_FiBu
ORD-10303,Bestellung freigegeben,2025-10-28 02:32:00,Mitarbeiter_FiBu
ORD-10303,Übermittlung an Lager,2025-10-28 02:47:00,System Interface
ORD-10304,Bestellung eingegangen,2025-10-21 13:15:00,System
ORD-10304,Bonitätsprüfung automatisch,2025-10-21 13:22:00,System
ORD-10304,Übermittlung an Lager,2025-10-21 13:28:00,System Interface
ORD-10305,Bestellung eingegangen,2025-10-12 11:09:00,System
ORD-10305,Bonitätsprüfung automatisch,2025-10-12 11:17:00,System
ORD-10305,Bonitätsprüfung manuell,2025-10-12 23:17:00,Mitarbeiter_FiBu
ORD-10305,Bestellung freigegeben,2025-10-12 23:45:00,Mitarbeiter_FiBu
ORD-10305,Übermittlung an Lager,2025-10-13 00:00:00,System Interface
ORD-10306,Bestellung eingegangen,2025-10-28 10:15:00,System
ORD-10306,Bonitätsprüfung automatisch,2025-10-28 10:18:00,System
ORD-10306,Bonitätsprüfung manuell,2025-10-28 22:18:00,Mitarbeiter_FiBu
ORD-10306,Bestellung freigegeben,2025-10-28 22:43:00,Mitarbeiter_FiBu
ORD-10306,Übermittlung an Lager,2025-10-28 23:41:00,System Interface
ORD-10307,Bestellung eingegangen,2025-10-22 17:00:00,System
ORD-10307,Bonitätsprüfung automatisch,2025-10-22 17:09:00,System
ORD-10307,Bonitätsprüfung manuell,2025-10-23 02:09:00,Mitarbeiter_FiBu
ORD-10307,Bestellung freigegeben,2025-10-23 02:33:00,Mitarbeiter_FiBu
ORD-10307,Übermittlung an Lager,2025-10-23 03:33:00,System Interface
ORD-10308,Bestellung eingegangen,2025-09-06 17:23:00,System
ORD-10308,Bonitätsprüfung automatisch,2025-09-06 17:27:00,System
ORD-10308,Bonitätsprüfung manuell,2025-09-07 09:27:00,Mitarbeiter_FiBu
ORD-10308,Bestellung freigegeben,2025-09-07 09:40:00,Mitarbeiter_FiBu
ORD-10308,Übermittlung an Lager,2025-09-07 10:20:00,System Interface
ORD-10309,Bestellung eingegangen,2025-09-15 12:15:00,System
ORD-10309,Bonitätsprüfung automatisch,2025-09-15 12:18:00,System
ORD-10309,Übermittlung an Lager,2025-09-15 12:33:00,System Interface
ORD-10310,Bestellung eingegangen,2025-09-13 08:57:00,System
ORD-10310,Bonitätsprüfung automatisch,2025-09-13 08:58:00,System
ORD-10310,Übermittlung an Lager,2025-09-13 09:54:00,System Interface
ORD-10311,Bestellung eingegangen,2025-10-22 11:32:00,System
ORD-10311,Bonitätsprüfung automatisch,2025-10-22 11:33:00,System
ORD-10311,Übermittlung an Lager,2025-10-22 12:18:00,System Interface
ORD-10312,Bestellung eingegangen,2025-10-24 17:29:00,System
ORD-10312,Bonitätsprüfung automatisch,2025-10-24 17:39:00,System
ORD-10312,Übermittlung an Lager,2025-10-24 17:46:00,System Interface
ORD-10313,Bestellung eingegangen,2025-10-26 11:57:00,System
ORD-10313,Bonitätsprüfung automatisch,2025-10-26 12:05:00,System
ORD-10313,Übermittlung an Lager,2025-10-26 12:32:00,System Interface
ORD-10314,Bestellung eingegangen,2025-10-19 09:19:00,System
ORD-10314,Bonitätsprüfung automatisch,2025-10-19 09:22:00,System
ORD-10314,Bonitätsprüfung manuell,2025-10-19 22:22:00,Mitarbeiter_FiBu
ORD-10314,Bestellung freigegeben,2025-10-19 22:49:00,Mitarbeiter_FiBu
ORD-10314,Übermittlung an Lager,2025-10-19 23:32:00,System Interface
ORD-10315,Bestellung eingegangen,2025-09-12 17:35:00,System
ORD-10315,Bonitätsprüfung automatisch,2025-09-12 17:39:00,System
ORD-10315,Übermittlung an Lager,2025-09-12 18:14:00,System Interface
ORD-10316,Bestellung eingegangen,2025-09-21 15:42:00,System
ORD-10316,Bonitätsprüfung automatisch,2025-09-21 15:50:00,System
ORD-10316,Übermittlung an Lager,2025-09-21 16:10:00,System Interface
ORD-10317,Bestellung eingegangen,2025-09-21 12:03:00,System
ORD-10317,Bonitätsprüfung automatisch,2025-09-21 12:07:00,System
ORD-10317,Übermittlung an Lager,2025-09-21 12:14:00,System Interface
ORD-10318,Bestellung eingegangen,2025-09-04 15:34:00,System
ORD-10318,Bonitätsprüfung automatisch,2025-09-04 15:37:00,System
ORD-10318,Übermittlung an Lager,2025-09-04 16:35:00,System Interface
ORD-10319,Bestellung eingegangen,2025-09-13 17:06:00,System
ORD-10319,Bonitätsprüfung automatisch,2025-09-13 17:14:00,System
ORD-10319,Übermittlung an Lager,2025-09-13 17:49:00,System Interface
ORD-10320,Bestellung eingegangen,2025-10-11 15:14:00,System
ORD-10320,Bonitätsprüfung automatisch,2025-10-11 15:16:00,System
ORD-10320,Bonitätsprüfung manuell,2025-10-11 18:16:00,Mitarbeiter_FiBu
ORD-10320,Bestellung freigegeben,2025-10-11 18:35:00,Mitarbeiter_FiBu
ORD-10320,Übermittlung an Lager,2025-10-11 19:25:00,System Interface
ORD-10321,Bestellung eingegangen,2025-10-15 13:33:00,System
ORD-10321,Bonitätsprüfung automatisch,2025-10-15 13:42:00,System
ORD-10321,Übermittlung an Lager,2025-10-15 14:29:00,System Interface
ORD-10322,Bestellung eingegangen,2025-10-21 08:57:00,System
ORD-10322,Bonitätsprüfung automatisch,2025-10-21 09:03:00,System
ORD-10322,Übermittlung an Lager,2025-10-21 09:37:00,System Interface
ORD-10323,Bestellung eingegangen,2025-10-29 17:58:00,System
ORD-10323,Bonitätsprüfung automatisch,2025-10-29 18:07:00,System
ORD-10323,Übermittlung an Lager,2025-10-29 18:18:00,System Interface
ORD-10324,Bestellung eingegangen,2025-10-10 10:01:00,System
ORD-10324,Bonitätsprüfung automatisch,2025-10-10 10:05:00,System
ORD-10324,Übermittlung an Lager,2025-10-10 10:36:00,System Interface
ORD-10325,Bestellung eingegangen,2025-10-14 08:32:00,System
ORD-10325,Bonitätsprüfung automatisch,2025-10-14 08:33:00,System
ORD-10325,Übermittlung an Lager,2025-10-14 08:57:00,System Interface
ORD-10326,Bestellung eingegangen,2025-09-07 08:23:00,System
ORD-10326,Bonitätsprüfung automatisch,2025-09-07 08:33:00,System
ORD-10326,Übermittlung an Lager,2025-09-07 08:44:00,System Interface
ORD-10327,Bestellung eingegangen,2025-09-15 15:43:00,System
ORD-10327,Bonitätsprüfung automatisch,2025-09-15 15:52:00,System
ORD-10327,Übermittlung an Lager,2025-09-15 16:29:00,System Interface
ORD-10328,Bestellung eingegangen,2025-09-24 11:20:00,System
ORD-10328,Bonitätsprüfung automatisch,2025-09-24 11:30:00,System
ORD-10328,Übermittlung an Lager,2025-09-24 11:52:00,System Interface
ORD-10329,Bestellung eingegangen,2025-10-04 17:17:00,System
ORD-10329,Bonitätsprüfung automatisch,2025-10-04 17:22:00,System
ORD-10329,Übermittlung an Lager,2025-10-04 17:41:00,System Interface
ORD-10330,Bestellung eingegangen,2025-09-15 10:25:00,System
ORD-10330,Bonitätsprüfung automatisch,2025-09-15 10:34:00,System
ORD-10330,Übermittlung an Lager,2025-09-15 11:22:00,System Interface
ORD-10331,Bestellung eingegangen,2025-09-21 14:28:00,System
ORD-10331,Bonitätsprüfung automatisch,2025-09-21 14:29:00,System
ORD-10331,Übermittlung an Lager,2025-09-21 15:17:00,System Interface
ORD-10332,Bestellung eingegangen,2025-10-20 18:22:00,System
ORD-10332,Bonitätsprüfung automatisch,2025-10-20 18:26:00,System
ORD-10332,Übermittlung an Lager,2025-10-20 19:21:00,System Interface
ORD-10333,Bestellung eingegangen,2025-10-26 18:25:00,System
ORD-10333,Bonitätsprüfung automatisch,2025-10-26 18:35:00,System
ORD-10333,Übermittlung an Lager,2025-10-26 18:51:00,System Interface
ORD-10334,Bestellung eingegangen,2025-09-01 11:41:00,System
ORD-10334,Bonitätsprüfung automatisch,2025-09-01 11:42:00,System
ORD-10334,Übermittlung an Lager,2025-09-01 12:16:00,System Interface
ORD-10335,Bestellung eingegangen,2025-10-07 08:11:00,System
ORD-10335,Bonitätsprüfung automatisch,2025-10-07 08:16:00,System
ORD-10335,Bonitätsprüfung manuell,2025-10-07 16:16:00,Mitarbeiter_FiBu
ORD-10335,Bestellung freigegeben,2025-10-07 16:39:00,Mitarbeiter_FiBu
ORD-10335,Übermittlung an Lager,2025-10-07 17:12:00,System Interface
ORD-10336,Bestellung eingegangen,2025-10-14 17:13:00,System
ORD-10336,Bonitätsprüfung automatisch,2025-10-14 17:17:00,System
ORD-10336,Übermittlung an Lager,2025-10-14 18:09:00,System Interface
ORD-10337,Bestellung eingegangen,2025-09-13 13:39:00,System
ORD-10337,Bonitätsprüfung automatisch,2025-09-13 13:42:00,System
ORD-10337,Übermittlung an Lager,2025-09-13 13:58:00,System Interface
ORD-10338,Bestellung eingegangen,2025-09-24 11:30:00,System
ORD-10338,Bonitätsprüfung automatisch,2025-09-24 11:31:00,System
ORD-10338,Übermittlung an Lager,2025-09-24 12:03:00,System Interface
ORD-10339,Bestellung eingegangen,2025-09-09 12:06:00,System
ORD-10339,Bonitätsprüfung automatisch,2025-09-09 12:10:00,System
ORD-10339,Übermittlung an Lager,2025-09-09 12:54:00,System Interface
ORD-10340,Bestellung eingegangen,2025-10-11 08:21:00,System
ORD-10340,Bonitätsprüfung automatisch,2025-10-11 08:26:00,System
ORD-10340,Übermittlung an Lager,2025-10-11 09:00:00,System Interface
ORD-10341,Bestellung eingegangen,2025-10-05 12:15:00,System
ORD-10341,Bonitätsprüfung automatisch,2025-10-05 12:19:00,System
ORD-10341,Übermittlung an Lager,2025-10-05 13:05:00,System Interface
ORD-10342,Bestellung eingegangen,2025-10-23 08:59:00,System
ORD-10342,Bonitätsprüfung automatisch,2025-10-23 09:04:00,System
ORD-10342,Übermittlung an Lager,2025-10-23 09:13:00,System Interface
ORD-10343,Bestellung eingegangen,2025-09-23 09:38:00,System
ORD-10343,Bonitätsprüfung automatisch,2025-09-23 09:48:00,System
ORD-10343,Übermittlung an Lager,2025-09-23 10:47:00,System Interface
ORD-10344,Bestellung eingegangen,2025-09-19 17:35:00,System
ORD-10344,Bonitätsprüfung automatisch,2025-09-19 17:40:00,System
ORD-10344,Übermittlung an Lager,2025-09-19 18:35:00,System Interface
ORD-10345,Bestellung eingegangen,2025-10-16 12:05:00,System
ORD-10345,Bonitätsprüfung automatisch,2025-10-16 12:15:00,System
ORD-10345,Übermittlung an Lager,2025-10-16 12:21:00,System Interface
ORD-10346,Bestellung eingegangen,2025-09-01 17:53:00,System
ORD-10346,Bonitätsprüfung automatisch,2025-09-01 18:02:00,System
ORD-10346,Übermittlung an Lager,2025-09-01 18:45:00,System Interface
ORD-10347,Bestellung eingegangen,2025-09-20 14:09:00,System
ORD-10347,Bonitätsprüfung automatisch,2025-09-20 14:10:00,System
ORD-10347,Übermittlung an Lager,2025-09-20 14:23:00,System Interface
ORD-10348,Bestellung eingegangen,2025-09-20 10:41:00,System
ORD-10348,Bonitätsprüfung automatisch,2025-09-20 10:48:00,System
ORD-10348,Übermittlung an Lager,2025-09-20 10:55:00,System Interface
ORD-10349,Bestellung eingegangen,2025-09-15 13:46:00,System
